customer_id,age,gender,city,travel_frequency,travel_type,past_claims,loyalty_score,risk_score,segment,frequency_score,value_score,customer_score,risk_score_pred,recommended_plan
CUST_204,24,Male,Chennai,8,Business,1,95,43,1,0.26666666666666666,0.95,0.41833333333333333,42.38279,Seasonal Coverage Plan
CUST_205,59,Female,Pune,25,Personal,0,26,30,0,0.8333333333333334,0.26,0.6946666666666668,33.225594,Premium Frequent Traveler Plan
CUST_206,62,Female,Hyderabad,9,Personal,0,76,49,1,0.3,0.76,0.5780000000000001,52.41432,Seasonal Coverage Plan
CUST_207,42,Female,Pune,0,Seasonal,1,98,64,1,0.0,0.98,0.294,62.54649,Seasonal Coverage Plan
CUST_208,54,Male,Hyderabad,0,Business,1,12,5,0,0.0,0.12,0.036,9.732584,Premium Frequent Traveler Plan
CUST_209,42,Male,Mumbai,3,Business,0,61,39,3,0.1,0.61,0.433,43.084606,Basic Travel Protection
CUST_210,36,Male,Hyderabad,11,Business,1,72,46,1,0.36666666666666664,0.72,0.3993333333333333,45.994522,Seasonal Coverage Plan
CUST_211,50,Male,Mumbai,1,Seasonal,1,34,11,0,0.03333333333333333,0.34,0.11866666666666667,21.716217,Premium Frequent Traveler Plan
CUST_212,47,Male,Chennai,2,Personal,2,95,30,1,0.06666666666666667,0.95,0.11833333333333329,31.180883,Seasonal Coverage Plan
CUST_213,69,Male,Mumbai,0,Personal,2,72,41,1,0.0,0.72,0.015999999999999986,39.69087,Seasonal Coverage Plan
CUST_214,36,Female,Hyderabad,2,Seasonal,2,99,85,1,0.06666666666666667,0.99,0.1303333333333333,74.30284,Seasonal Coverage Plan
CUST_215,34,Male,Mumbai,0,Seasonal,1,58,73,3,0.0,0.58,0.174,66.81945,Basic Travel Protection
CUST_216,61,Female,Chennai,30,Business,0,66,34,2,1.0,0.66,0.8979999999999999,36.39334,Business Flyer Plan
CUST_217,65,Female,Delhi,28,Personal,2,88,70,1,0.9333333333333333,0.88,0.5306666666666666,68.2393,Seasonal Coverage Plan
CUST_218,30,Male,Chennai,10,Personal,2,65,70,3,0.3333333333333333,0.65,0.16166666666666668,66.679665,Basic Travel Protection
CUST_219,31,Female,Pune,9,Seasonal,1,63,46,3,0.3,0.63,0.33899999999999997,45.41407,Basic Travel Protection
CUST_220,46,Female,Mumbai,1,Seasonal,1,43,82,3,0.03333333333333333,0.43,0.14566666666666667,73.33254,Basic Travel Protection
CUST_221,47,Male,Pune,1,Personal,2,48,86,3,0.03333333333333333,0.48,-0.03933333333333336,74.91073,Basic Travel Protection
CUST_222,30,Female,Hyderabad,29,Seasonal,0,55,81,2,0.9666666666666667,0.55,0.8483333333333334,71.00725,Business Flyer Plan
CUST_223,58,Female,Hyderabad,0,Business,0,20,19,0,0.0,0.2,0.26,21.887613,Premium Frequent Traveler Plan
CUST_224,57,Male,Delhi,8,Personal,0,10,33,0,0.26666666666666666,0.1,0.36333333333333334,32.310127,Premium Frequent Traveler Plan
CUST_225,27,Female,Hyderabad,27,Personal,1,12,89,0,0.9,0.12,0.486,87.39129,Premium Frequent Traveler Plan
CUST_226,32,Male,Mumbai,12,Business,1,43,40,3,0.4,0.43,0.329,45.02308,Basic Travel Protection
CUST_227,42,Male,Pune,3,Business,1,79,23,1,0.1,0.79,0.287,33.262745,Seasonal Coverage Plan
CUST_228,47,Male,Pune,0,Seasonal,2,76,18,1,0.0,0.76,0.02799999999999997,22.685099,Seasonal Coverage Plan
CUST_229,31,Male,Hyderabad,1,Business,1,41,7,3,0.03333333333333333,0.41,0.13966666666666666,19.183092,Basic Travel Protection
CUST_230,59,Male,Hyderabad,25,Seasonal,2,65,8,2,0.8333333333333334,0.65,0.4116666666666667,6.3341217,Business Flyer Plan
CUST_231,51,Male,Mumbai,1,Business,0,61,46,3,0.03333333333333333,0.61,0.39966666666666667,38.28506,Basic Travel Protection
CUST_232,22,Female,Delhi,3,Business,0,61,19,3,0.1,0.61,0.433,25.345413,Basic Travel Protection
CUST_233,28,Male,Delhi,1,Personal,2,50,48,3,0.03333333333333333,0.5,-0.033333333333333354,46.990032,Basic Travel Protection
CUST_234,52,Female,Pune,8,Seasonal,1,55,19,3,0.26666666666666666,0.55,0.29833333333333334,32.36472,Basic Travel Protection
CUST_235,39,Female,Mumbai,2,Business,1,39,23,3,0.06666666666666667,0.39,0.15033333333333332,39.909847,Basic Travel Protection
CUST_236,69,Male,Delhi,9,Business,0,92,29,1,0.3,0.92,0.6260000000000001,30.474442,Seasonal Coverage Plan
CUST_237,59,Female,Delhi,9,Seasonal,0,30,61,0,0.3,0.3,0.44,57.3694,Premium Frequent Traveler Plan
CUST_238,20,Male,Delhi,1,Business,2,88,38,1,0.03333333333333333,0.88,0.08066666666666666,42.88774,Seasonal Coverage Plan
CUST_239,19,Female,Mumbai,8,Seasonal,2,95,40,1,0.26666666666666666,0.95,0.21833333333333332,41.15252,Seasonal Coverage Plan
CUST_240,40,Male,Delhi,0,Personal,2,57,6,3,0.0,0.57,-0.029000000000000026,13.74827,Basic Travel Protection
CUST_241,54,Female,Mumbai,0,Personal,2,99,6,1,0.0,0.99,0.09699999999999998,7.463976,Seasonal Coverage Plan
CUST_242,37,Female,Chennai,1,Business,2,88,24,1,0.03333333333333333,0.88,0.08066666666666666,20.958765,Seasonal Coverage Plan
CUST_243,58,Male,Mumbai,1,Personal,1,51,56,3,0.03333333333333333,0.51,0.16966666666666666,53.599064,Basic Travel Protection
CUST_244,32,Female,Pune,1,Personal,0,83,76,1,0.03333333333333333,0.83,0.4656666666666667,61.611973,Seasonal Coverage Plan
CUST_245,22,Male,Delhi,1,Seasonal,1,47,76,3,0.03333333333333333,0.47,0.15766666666666665,76.04173,Basic Travel Protection
CUST_246,44,Female,Hyderabad,3,Seasonal,1,56,71,3,0.1,0.56,0.21800000000000003,58.00217,Basic Travel Protection
CUST_247,44,Female,Delhi,2,Personal,0,57,33,3,0.06666666666666667,0.57,0.4043333333333333,39.24064,Basic Travel Protection
CUST_248,64,Male,Hyderabad,1,Personal,2,42,68,3,0.03333333333333333,0.42,-0.05733333333333335,57.27226,Basic Travel Protection
CUST_249,33,Female,Delhi,0,Business,0,64,22,3,0.0,0.64,0.392,34.019085,Basic Travel Protection
CUST_250,25,Female,Pune,3,Business,1,64,66,3,0.1,0.64,0.242,68.98907,Basic Travel Protection
CUST_251,59,Male,Hyderabad,2,Business,2,85,85,1,0.06666666666666667,0.85,0.08833333333333332,50.47298,Seasonal Coverage Plan
CUST_252,28,Male,Chennai,1,Business,2,55,63,3,0.03333333333333333,0.55,-0.01833333333333334,55.739864,Basic Travel Protection
CUST_253,42,Male,Delhi,28,Business,0,21,5,0,0.9333333333333333,0.21,0.7296666666666667,13.350014,Premium Frequent Traveler Plan
CUST_254,38,Female,Mumbai,2,Business,1,36,88,0,0.06666666666666667,0.36,0.14133333333333334,81.49357,Premium Frequent Traveler Plan
CUST_255,55,Male,Mumbai,0,Personal,1,91,50,1,0.0,0.91,0.273,47.881016,Seasonal Coverage Plan
CUST_256,41,Male,Pune,1,Personal,0,21,68,0,0.03333333333333333,0.21,0.2796666666666667,57.21011,Premium Frequent Traveler Plan
CUST_257,32,Male,Chennai,1,Business,2,99,70,1,0.03333333333333333,0.99,0.11366666666666664,72.93775,Seasonal Coverage Plan
CUST_258,60,Male,Hyderabad,0,Seasonal,0,85,79,1,0.0,0.85,0.455,77.66527,Seasonal Coverage Plan
CUST_259,39,Female,Mumbai,12,Personal,1,82,11,1,0.4,0.82,0.44599999999999995,16.075525,Seasonal Coverage Plan
CUST_260,56,Female,Delhi,2,Business,1,12,67,0,0.06666666666666667,0.12,0.06933333333333333,58.168373,Premium Frequent Traveler Plan
CUST_261,21,Male,Pune,26,Business,2,66,24,2,0.8666666666666667,0.66,0.4313333333333333,25.320465,Business Flyer Plan
CUST_262,27,Female,Mumbai,25,Business,1,48,21,2,0.8333333333333334,0.48,0.5606666666666666,28.76291,Business Flyer Plan
CUST_263,46,Male,Delhi,1,Personal,0,69,59,3,0.03333333333333333,0.69,0.42366666666666664,59.0725,Basic Travel Protection
CUST_264,27,Female,Pune,1,Seasonal,2,51,23,3,0.03333333333333333,0.51,-0.03033333333333335,26.568241,Basic Travel Protection
CUST_265,22,Female,Mumbai,1,Business,0,30,89,0,0.03333333333333333,0.3,0.30666666666666664,83.85117,Premium Frequent Traveler Plan
CUST_266,25,Male,Pune,1,Business,0,87,76,1,0.03333333333333333,0.87,0.4776666666666667,62.53842,Seasonal Coverage Plan
CUST_267,37,Female,Chennai,2,Business,2,91,5,1,0.06666666666666667,0.91,0.10633333333333334,6.9494,Seasonal Coverage Plan
CUST_268,56,Male,Pune,9,Personal,2,78,68,1,0.3,0.78,0.184,65.225525,Seasonal Coverage Plan
CUST_269,38,Male,Delhi,0,Personal,0,24,71,0,0.0,0.24,0.272,63.448578,Premium Frequent Traveler Plan
CUST_270,63,Female,Mumbai,1,Personal,0,52,17,3,0.03333333333333333,0.52,0.3726666666666667,27.268633,Basic Travel Protection
CUST_271,34,Male,Chennai,25,Business,2,17,39,0,0.8333333333333334,0.17,0.26766666666666666,36.55604,Premium Frequent Traveler Plan
CUST_272,29,Female,Chennai,9,Business,2,89,44,1,0.3,0.89,0.21700000000000003,43.331703,Seasonal Coverage Plan
CUST_273,23,Female,Delhi,1,Business,1,81,59,1,0.03333333333333333,0.81,0.25966666666666666,59.01691,Seasonal Coverage Plan
CUST_274,24,Female,Delhi,1,Personal,0,42,36,3,0.03333333333333333,0.42,0.3426666666666667,34.582054,Basic Travel Protection
CUST_275,24,Female,Delhi,3,Seasonal,1,73,73,1,0.1,0.73,0.269,66.658646,Seasonal Coverage Plan
CUST_276,41,Male,Chennai,2,Seasonal,1,67,7,3,0.06666666666666667,0.67,0.23433333333333334,33.350594,Basic Travel Protection
CUST_277,26,Male,Chennai,2,Business,0,91,67,1,0.06666666666666667,0.91,0.5063333333333333,65.28181,Seasonal Coverage Plan
CUST_278,47,Female,Delhi,1,Personal,2,27,46,0,0.03333333333333333,0.27,-0.10233333333333335,46.548767,Premium Frequent Traveler Plan
CUST_279,30,Female,Delhi,2,Business,1,82,28,1,0.06666666666666667,0.82,0.2793333333333333,31.462362,Seasonal Coverage Plan
CUST_280,57,Female,Delhi,1,Seasonal,2,42,18,3,0.03333333333333333,0.42,-0.05733333333333335,29.238941,Basic Travel Protection
CUST_281,45,Female,Chennai,2,Business,2,44,74,3,0.06666666666666667,0.44,-0.03466666666666668,67.250336,Basic Travel Protection
CUST_282,54,Female,Mumbai,1,Seasonal,1,26,89,0,0.03333333333333333,0.26,0.09466666666666666,49.02972,Premium Frequent Traveler Plan
CUST_283,69,Male,Pune,2,Seasonal,0,64,26,3,0.06666666666666667,0.64,0.42533333333333334,33.821327,Basic Travel Protection
CUST_284,44,Male,Hyderabad,8,Personal,1,77,26,1,0.26666666666666666,0.77,0.3643333333333333,32.168682,Seasonal Coverage Plan
CUST_285,61,Female,Chennai,2,Business,1,98,56,1,0.06666666666666667,0.98,0.3273333333333333,52.49158,Seasonal Coverage Plan
CUST_286,66,Male,Hyderabad,26,Personal,1,81,5,1,0.8666666666666667,0.81,0.6763333333333333,10.288554,Seasonal Coverage Plan
CUST_287,53,Male,Chennai,0,Business,0,54,83,3,0.0,0.54,0.362,71.24771,Basic Travel Protection
CUST_288,24,Female,Delhi,1,Seasonal,0,92,7,1,0.03333333333333333,0.92,0.4926666666666667,13.065158,Seasonal Coverage Plan
CUST_289,21,Female,Pune,12,Seasonal,1,62,81,3,0.4,0.62,0.386,79.264084,Basic Travel Protection
CUST_290,67,Male,Chennai,0,Seasonal,0,74,78,1,0.0,0.74,0.42200000000000004,76.094826,Seasonal Coverage Plan
CUST_291,31,Female,Hyderabad,10,Personal,2,89,12,1,0.3333333333333333,0.89,0.23366666666666663,13.065127,Seasonal Coverage Plan
CUST_292,38,Female,Hyderabad,2,Seasonal,2,90,16,1,0.06666666666666667,0.9,0.10333333333333333,17.389462,Seasonal Coverage Plan
CUST_293,19,Male,Delhi,11,Business,2,80,13,1,0.36666666666666664,0.8,0.22333333333333333,16.05897,Seasonal Coverage Plan
CUST_294,22,Female,Mumbai,10,Business,2,40,46,3,0.3333333333333333,0.4,0.08666666666666661,45.9286,Basic Travel Protection
CUST_295,43,Male,Pune,27,Business,1,22,66,0,0.9,0.22,0.516,64.339836,Premium Frequent Traveler Plan
CUST_296,33,Female,Chennai,1,Personal,1,57,65,3,0.03333333333333333,0.57,0.18766666666666665,58.115192,Basic Travel Protection
CUST_297,42,Female,Delhi,2,Personal,0,93,65,1,0.06666666666666667,0.93,0.5123333333333333,62.60133,Seasonal Coverage Plan
CUST_298,55,Female,Hyderabad,25,Business,0,87,56,1,0.8333333333333334,0.87,0.8776666666666666,54.759747,Seasonal Coverage Plan
CUST_299,37,Female,Mumbai,2,Personal,0,67,74,3,0.06666666666666667,0.67,0.43433333333333335,62.15655,Basic Travel Protection
CUST_300,34,Male,Hyderabad,1,Seasonal,1,28,87,0,0.03333333333333333,0.28,0.10066666666666667,76.67616,Premium Frequent Traveler Plan
CUST_301,28,Female,Delhi,9,Seasonal,0,72,65,1,0.3,0.72,0.5660000000000001,69.01523,Seasonal Coverage Plan
CUST_302,28,Male,Hyderabad,27,Business,2,70,67,2,0.9,0.7,0.46,63.05772,Business Flyer Plan
CUST_303,50,Male,Pune,1,Personal,2,70,65,3,0.03333333333333333,0.7,0.026666666666666644,60.398277,Basic Travel Protection
CUST_304,33,Female,Chennai,1,Seasonal,1,50,58,3,0.03333333333333333,0.5,0.16666666666666666,52.0733,Basic Travel Protection
CUST_305,50,Male,Hyderabad,1,Personal,0,76,37,1,0.03333333333333333,0.76,0.44466666666666665,42.117085,Seasonal Coverage Plan
CUST_306,37,Female,Chennai,26,Business,0,28,23,0,0.8666666666666667,0.28,0.7173333333333334,25.328587,Premium Frequent Traveler Plan
CUST_307,38,Male,Mumbai,29,Personal,2,87,74,1,0.9666666666666667,0.87,0.5443333333333333,71.277626,Seasonal Coverage Plan
CUST_308,55,Female,Chennai,10,Business,2,70,29,1,0.3333333333333333,0.7,0.17666666666666664,38.372765,Seasonal Coverage Plan
CUST_309,18,Female,Delhi,2,Business,2,38,57,3,0.06666666666666667,0.38,-0.052666666666666695,56.457314,Basic Travel Protection
CUST_310,27,Male,Chennai,2,Personal,2,88,30,1,0.06666666666666667,0.88,0.09733333333333333,33.315567,Seasonal Coverage Plan
CUST_311,53,Male,Hyderabad,1,Business,0,53,61,3,0.03333333333333333,0.53,0.3756666666666667,59.34324,Basic Travel Protection
CUST_312,63,Female,Hyderabad,10,Seasonal,1,40,71,3,0.3333333333333333,0.4,0.2866666666666666,63.652588,Basic Travel Protection
CUST_313,59,Male,Delhi,2,Personal,0,72,11,1,0.06666666666666667,0.72,0.44933333333333336,29.145206,Seasonal Coverage Plan
CUST_314,42,Female,Chennai,0,Personal,0,14,35,0,0.0,0.14,0.24200000000000002,35.463367,Premium Frequent Traveler Plan
CUST_315,26,Male,Mumbai,2,Personal,0,29,82,0,0.06666666666666667,0.29,0.32033333333333336,75.43826,Premium Frequent Traveler Plan
CUST_316,30,Male,Mumbai,1,Personal,2,82,63,1,0.03333333333333333,0.82,0.06266666666666665,45.921696,Seasonal Coverage Plan
CUST_317,69,Female,Delhi,1,Personal,0,90,15,1,0.03333333333333333,0.9,0.4866666666666667,14.791642,Seasonal Coverage Plan
CUST_318,41,Female,Delhi,1,Business,2,72,75,1,0.03333333333333333,0.72,0.03266666666666665,62.821705,Seasonal Coverage Plan
CUST_319,24,Male,Mumbai,2,Seasonal,1,54,46,3,0.06666666666666667,0.54,0.19533333333333333,42.74725,Basic Travel Protection
CUST_320,48,Female,Mumbai,27,Business,1,99,46,1,0.9,0.99,0.747,44.52965,Seasonal Coverage Plan
CUST_321,54,Male,Chennai,3,Business,0,42,33,3,0.1,0.42,0.376,40.700737,Basic Travel Protection
CUST_322,34,Female,Chennai,1,Seasonal,0,33,64,0,0.03333333333333333,0.33,0.31566666666666665,62.661118,Premium Frequent Traveler Plan
CUST_323,27,Male,Mumbai,9,Personal,2,10,60,0,0.3,0.1,-0.020000000000000018,61.36837,Premium Frequent Traveler Plan
CUST_324,20,Male,Hyderabad,1,Seasonal,1,73,35,1,0.03333333333333333,0.73,0.23566666666666666,34.608097,Seasonal Coverage Plan
CUST_325,38,Male,Pune,1,Business,2,34,5,0,0.03333333333333333,0.34,-0.08133333333333334,24.996399,Premium Frequent Traveler Plan
CUST_326,60,Male,Mumbai,1,Business,1,58,37,3,0.03333333333333333,0.58,0.19066666666666665,39.43035,Basic Travel Protection
CUST_327,24,Female,Mumbai,1,Seasonal,2,84,56,1,0.03333333333333333,0.84,0.06866666666666665,58.270367,Seasonal Coverage Plan
CUST_328,24,Female,Delhi,2,Seasonal,0,52,11,3,0.06666666666666667,0.52,0.3893333333333333,22.248611,Basic Travel Protection
CUST_329,26,Male,Chennai,1,Business,0,75,30,1,0.03333333333333333,0.75,0.44166666666666665,41.18865,Seasonal Coverage Plan
CUST_330,62,Female,Delhi,2,Personal,1,39,56,3,0.06666666666666667,0.39,0.15033333333333332,56.75354,Basic Travel Protection
CUST_331,69,Female,Hyderabad,3,Business,0,85,82,1,0.1,0.85,0.505,80.034294,Seasonal Coverage Plan
CUST_332,19,Male,Chennai,10,Personal,1,94,62,1,0.3333333333333333,0.94,0.44866666666666666,62.36219,Seasonal Coverage Plan
CUST_333,62,Female,Hyderabad,2,Business,0,77,77,1,0.06666666666666667,0.77,0.4643333333333333,73.33869,Seasonal Coverage Plan
CUST_334,50,Male,Delhi,3,Personal,1,22,83,0,0.1,0.22,0.116,73.51877,Premium Frequent Traveler Plan
CUST_335,34,Female,Hyderabad,26,Seasonal,2,16,28,0,0.8666666666666667,0.16,0.2813333333333333,27.29849,Premium Frequent Traveler Plan
CUST_336,43,Female,Pune,11,Business,2,70,76,1,0.36666666666666664,0.7,0.1933333333333333,73.44007,Seasonal Coverage Plan
CUST_337,50,Female,Hyderabad,1,Seasonal,2,38,51,3,0.03333333333333333,0.38,-0.06933333333333336,42.99387,Basic Travel Protection
CUST_338,61,Female,Pune,2,Personal,1,12,72,0,0.06666666666666667,0.12,0.06933333333333333,69.552086,Premium Frequent Traveler Plan
CUST_339,45,Female,Hyderabad,8,Seasonal,2,31,76,0,0.26666666666666666,0.31,0.02633333333333332,75.37109,Premium Frequent Traveler Plan
CUST_340,63,Male,Mumbai,8,Business,0,41,51,3,0.26666666666666666,0.41,0.4563333333333333,50.020695,Basic Travel Protection
CUST_341,54,Female,Delhi,1,Personal,0,28,17,0,0.03333333333333333,0.28,0.3006666666666667,31.365314,Premium Frequent Traveler Plan
CUST_342,68,Female,Pune,1,Business,1,59,12,3,0.03333333333333333,0.59,0.19366666666666665,16.02494,Basic Travel Protection
CUST_343,20,Female,Pune,1,Personal,1,96,80,1,0.03333333333333333,0.96,0.30466666666666664,80.51301,Seasonal Coverage Plan
CUST_344,27,Female,Hyderabad,3,Seasonal,2,54,21,3,0.1,0.54,0.01200000000000001,26.930904,Basic Travel Protection
CUST_345,22,Male,Delhi,11,Personal,1,34,10,0,0.36666666666666664,0.34,0.2853333333333333,13.851001,Premium Frequent Traveler Plan
CUST_346,55,Female,Chennai,2,Seasonal,1,49,55,3,0.06666666666666667,0.49,0.18033333333333332,55.65948,Basic Travel Protection
CUST_347,22,Female,Chennai,12,Personal,1,62,80,3,0.4,0.62,0.386,77.44699,Basic Travel Protection
CUST_348,32,Female,Chennai,9,Seasonal,0,75,74,1,0.3,0.75,0.575,66.83027,Seasonal Coverage Plan
CUST_349,49,Female,Chennai,1,Business,0,59,87,3,0.03333333333333333,0.59,0.39366666666666666,79.33625,Basic Travel Protection
CUST_350,55,Female,Mumbai,2,Business,0,39,84,3,0.06666666666666667,0.39,0.35033333333333333,71.773865,Basic Travel Protection
CUST_351,31,Male,Mumbai,1,Business,0,71,82,1,0.03333333333333333,0.71,0.42966666666666664,63.02467,Seasonal Coverage Plan
CUST_352,37,Female,Pune,1,Personal,1,64,63,3,0.03333333333333333,0.64,0.20866666666666667,66.99353,Basic Travel Protection
CUST_353,38,Male,Pune,28,Seasonal,1,37,83,2,0.9333333333333333,0.37,0.5776666666666667,68.5174,Business Flyer Plan
CUST_354,63,Male,Delhi,1,Business,1,68,47,3,0.03333333333333333,0.68,0.22066666666666668,43.22074,Basic Travel Protection
CUST_355,36,Male,Chennai,0,Seasonal,1,77,78,1,0.0,0.77,0.23099999999999998,73.32473,Seasonal Coverage Plan
CUST_356,23,Male,Delhi,1,Personal,2,75,87,1,0.03333333333333333,0.75,0.04166666666666663,74.94486,Seasonal Coverage Plan
CUST_357,26,Female,Hyderabad,0,Seasonal,2,81,80,1,0.0,0.81,0.04299999999999998,64.555626,Seasonal Coverage Plan
CUST_358,36,Female,Pune,1,Business,1,74,44,1,0.03333333333333333,0.74,0.23866666666666667,49.524628,Seasonal Coverage Plan
CUST_359,25,Male,Hyderabad,9,Personal,2,76,18,1,0.3,0.76,0.178,24.948477,Seasonal Coverage Plan
CUST_360,48,Male,Chennai,1,Seasonal,2,36,27,0,0.03333333333333333,0.36,-0.07533333333333335,38.413048,Premium Frequent Traveler Plan
CUST_361,67,Female,Delhi,0,Personal,0,80,40,1,0.0,0.8,0.44,43.59666,Seasonal Coverage Plan
CUST_362,47,Male,Pune,1,Seasonal,1,69,81,3,0.03333333333333333,0.69,0.22366666666666665,65.3199,Basic Travel Protection
CUST_363,31,Male,Hyderabad,27,Business,1,41,52,2,0.9,0.41,0.573,53.52635,Business Flyer Plan
CUST_364,44,Male,Pune,2,Seasonal,1,35,31,0,0.06666666666666667,0.35,0.13833333333333334,36.06857,Premium Frequent Traveler Plan
CUST_365,27,Male,Mumbai,8,Business,1,40,57,3,0.26666666666666666,0.4,0.2533333333333333,56.637623,Basic Travel Protection
CUST_366,31,Female,Chennai,27,Business,0,25,77,0,0.9,0.25,0.7250000000000001,74.01805,Premium Frequent Traveler Plan
CUST_367,37,Female,Hyderabad,30,Business,2,85,49,1,1.0,0.85,0.5549999999999999,50.554005,Seasonal Coverage Plan
CUST_368,48,Female,Delhi,12,Seasonal,2,78,49,1,0.4,0.78,0.23399999999999999,59.24168,Seasonal Coverage Plan
CUST_369,21,Female,Chennai,10,Business,2,28,53,0,0.3333333333333333,0.28,0.05066666666666664,51.096817,Premium Frequent Traveler Plan
CUST_370,25,Male,Mumbai,2,Personal,0,46,25,3,0.06666666666666667,0.46,0.37133333333333335,34.80065,Basic Travel Protection
CUST_371,48,Female,Hyderabad,1,Seasonal,1,34,79,0,0.03333333333333333,0.34,0.11866666666666667,62.391712,Premium Frequent Traveler Plan
CUST_372,58,Male,Mumbai,29,Personal,1,49,79,2,0.9666666666666667,0.49,0.6303333333333333,68.12483,Business Flyer Plan
CUST_373,26,Male,Pune,11,Business,2,77,82,1,0.36666666666666664,0.77,0.21433333333333332,73.662796,Seasonal Coverage Plan
CUST_374,31,Male,Chennai,27,Business,0,17,68,0,0.9,0.17,0.7010000000000001,64.932724,Premium Frequent Traveler Plan
CUST_375,43,Female,Pune,1,Business,1,26,78,0,0.03333333333333333,0.26,0.09466666666666666,62.760574,Premium Frequent Traveler Plan
CUST_376,56,Male,Hyderabad,2,Personal,1,42,86,3,0.06666666666666667,0.42,0.15933333333333333,76.680695,Basic Travel Protection
CUST_377,40,Male,Hyderabad,1,Business,1,58,6,3,0.03333333333333333,0.58,0.19066666666666665,18.023838,Basic Travel Protection
CUST_378,64,Female,Pune,2,Business,1,57,88,3,0.06666666666666667,0.57,0.2043333333333333,73.84064,Basic Travel Protection
CUST_379,49,Male,Hyderabad,12,Seasonal,2,96,14,1,0.4,0.96,0.288,14.847749,Seasonal Coverage Plan
CUST_380,63,Female,Chennai,3,Business,0,45,26,3,0.1,0.45,0.385,24.962631,Basic Travel Protection
CUST_381,61,Male,Hyderabad,1,Business,1,70,78,3,0.03333333333333333,0.7,0.22666666666666666,68.192245,Basic Travel Protection
CUST_382,40,Female,Hyderabad,3,Business,1,16,63,0,0.1,0.16,0.098,61.755394,Premium Frequent Traveler Plan
CUST_383,59,Female,Hyderabad,28,Seasonal,0,50,13,2,0.9333333333333333,0.5,0.8166666666666667,21.193909,Business Flyer Plan
CUST_384,61,Female,Mumbai,30,Personal,0,62,67,2,1.0,0.62,0.8859999999999999,62.604076,Business Flyer Plan
CUST_385,29,Male,Chennai,12,Seasonal,2,10,6,0,0.4,0.1,0.03,6.737373,Premium Frequent Traveler Plan
CUST_386,57,Female,Chennai,1,Personal,0,54,43,3,0.03333333333333333,0.54,0.3786666666666667,44.32147,Basic Travel Protection
CUST_387,53,Male,Chennai,0,Business,1,41,20,3,0.0,0.41,0.12299999999999998,31.969446,Basic Travel Protection
CUST_388,56,Male,Pune,2,Personal,2,11,62,0,0.06666666666666667,0.11,-0.13366666666666668,61.798462,Premium Frequent Traveler Plan
CUST_389,38,Female,Mumbai,27,Seasonal,2,33,35,2,0.9,0.33,0.34900000000000003,36.8217,Business Flyer Plan
CUST_390,21,Male,Chennai,26,Seasonal,2,22,12,0,0.8666666666666667,0.22,0.29933333333333334,12.67293,Premium Frequent Traveler Plan
CUST_391,18,Female,Chennai,26,Seasonal,0,64,52,2,0.8666666666666667,0.64,0.8253333333333333,51.58265,Business Flyer Plan
CUST_392,49,Male,Chennai,9,Seasonal,1,65,40,3,0.3,0.65,0.345,36.18632,Basic Travel Protection
CUST_393,54,Female,Delhi,0,Personal,1,10,20,0,0.0,0.1,0.03,19.371677,Premium Frequent Traveler Plan
CUST_394,25,Male,Pune,25,Business,2,35,28,2,0.8333333333333334,0.35,0.3216666666666667,31.511526,Business Flyer Plan
CUST_395,59,Male,Chennai,12,Personal,1,79,69,1,0.4,0.79,0.437,66.18514,Seasonal Coverage Plan
CUST_396,32,Female,Delhi,3,Personal,1,73,58,1,0.1,0.73,0.269,56.709656,Seasonal Coverage Plan
CUST_397,67,Female,Pune,8,Business,1,46,78,3,0.26666666666666666,0.46,0.2713333333333333,73.284546,Basic Travel Protection
CUST_398,31,Male,Hyderabad,11,Business,0,72,55,1,0.36666666666666664,0.72,0.5993333333333333,52.45753,Seasonal Coverage Plan
CUST_399,41,Female,Chennai,1,Business,0,45,38,3,0.03333333333333333,0.45,0.3516666666666667,39.664772,Basic Travel Protection
CUST_400,60,Female,Hyderabad,2,Personal,0,63,33,3,0.06666666666666667,0.63,0.42233333333333334,35.712685,Basic Travel Protection
CUST_401,35,Male,Chennai,27,Seasonal,1,62,32,2,0.9,0.62,0.636,40.663834,Business Flyer Plan
CUST_402,45,Male,Hyderabad,3,Personal,1,81,55,1,0.1,0.81,0.293,47.850883,Seasonal Coverage Plan
CUST_403,69,Female,Chennai,2,Personal,0,46,62,3,0.06666666666666667,0.46,0.37133333333333335,58.167187,Basic Travel Protection
CUST_404,44,Male,Pune,10,Business,0,94,31,1,0.3333333333333333,0.94,0.6486666666666667,31.50208,Seasonal Coverage Plan
CUST_405,56,Female,Pune,1,Business,2,58,44,3,0.03333333333333333,0.58,-0.00933333333333336,40.445995,Basic Travel Protection
CUST_406,22,Male,Pune,0,Business,0,86,23,1,0.0,0.86,0.458,24.640818,Seasonal Coverage Plan
CUST_407,42,Male,Pune,12,Personal,0,14,13,0,0.4,0.14,0.44200000000000006,14.006148,Premium Frequent Traveler Plan
CUST_408,56,Male,Hyderabad,1,Personal,1,42,62,3,0.03333333333333333,0.42,0.14266666666666666,58.769604,Basic Travel Protection
CUST_409,55,Male,Mumbai,2,Seasonal,0,14,15,0,0.06666666666666667,0.14,0.2753333333333333,21.596617,Premium Frequent Traveler Plan
CUST_410,69,Male,Delhi,11,Business,0,63,47,3,0.36666666666666664,0.63,0.5723333333333334,48.922176,Basic Travel Protection
